UserID,Product,Quantity,Date,Category,Price,Palabra_Clave,ProductID
1462,Vino Blanco Torrontes Reserve Cafayate X 750 Cc.,1,2023-07-04,Bebidas,$8175,Vino,26
1345,Mascarilla Reparación Total Extreme Elvive X 300 Cc.,3,2023-02-28,Perfumeria,$2320,Mascarilla,27
1108,Sifón Descartable La Anónima X 2 Lt.,1,2023-04-18,Bebidas,$3450,Sifón,28
1826,Yerba Mate Con Palo Hierbas Serranas Amanda X 500 G.,3,2023-11-11,Almacen,$2250,Yerba,29
1583,Toallas Femeninas Ladysoft Ultra Protect X 16 Un.,3,2023-11-02,Perfumeria,$1600,Toallas,30
1067,Mermelada Frutos Rojos Seleccion La Campagnola X 390 G.,2,2023-08-24,Almacen,$5089,Mermelada,31
1499,Limpiador Liquido Baño Gatillo Harpic X 500 Cc.,2,2023-08-23,Limpieza,$5085,Limpiador,32
1914,Longaniza Española 214 X 1 Kg.,1,2023-01-15,Frescos,$24400,Longaniza,33
1269,Bolígrafo Trilux Colores Surtidos Faber Castell X 5 Un.,1,2023-09-27,Hogar,$15699,Bolígrafo,34
1095,Absorbe Olores Para Heladera Quitolor X 1 Un.,2,2023-10-11,Limpieza,$2350,Absorbe,35
1315,Helado Chocolate Vainilla Frutilla Best X 524 Gr.,3,2023-04-05,Congelados,$5240,Helado,36
1738,Rollo De Cocina Sussex Clásico X3 50 Mts.,1,2023-11-27,Limpieza,$1850,Rollo,37
1595,Galletitas Surtidas Bagley X 400 G.,2,2023-09-12,Almacen,$3320,Galletitas,38
1516,Pate De Jamón Bocatti X 90 G.,2,2023-11-21,Frescos,$3050,Pate,39
1566,Jugo Naranja Clásica Citric X 750 Cc.,3,2023-06-09,Bebidas,$4395,Jugo,40
1607,Preparado Vegetal A Base De Maní Chocolate La Serenísima X 1 Lt.,2,2023-03-26,Frescos,$376,Preparado,41
1076,Crema Renovadora Con Protector Uv Revigal X 300 Cc.,3,2023-05-05,Hogar,$8135,Crema,42
1214,Galletitas Con Membrillo Best X 300 G.,2,2023-09-08,Almacen,$1500,Galletitas,43
1467,"Limpiador Desinfectante Floral Ayudín X 1,8 Lt.",3,2023-06-02,Limpieza,$5670,Limpiador,44
1780,Pochoclos Dulces Gallo Snacks X 50 G.,3,2023-02-03,Almacen,$845,Pochoclos,45
1689,Organizador Sortmaster Grande Stanley X 1 Un.,1,2023-11-11,Hogar,$559,Organizador,46
1906,"Agua Sin Gas Naranja Sierra De Los Padres X 1,5 Lt.",1,2023-03-11,Bebidas,$1050,Agua,47
1927,Galletitas Salvado Hogareñas X 3 Un. 600 G.,3,2023-10-04,Almacen,$850,Galletitas,48
1307,Mini Tostaditas Jamón Ibérico Twistos X 155 G.,2,2023-03-06,Almacen,$2960,Mini,49
1128,Acondicionador Oleo Nutricion Dove X 750 Cc.,1,2023-11-27,Perfumeria,$3150,Acondicionador,50
1676,Canasta Liquido Para Inodoros Lavanda Repuesto Pato X 50 Cc.,3,2023-02-15,Limpieza,$7850,Canasta,51
1331,Enjuague Bucal Colgate Total 12 Carbón Activado 250 Cc,1,2023-03-21,Perfumeria,$4550,Enjuague,52
1918,Cartucho Afeitar Fusion Proshield Gillette X 4 Un.,2,2023-02-12,Perfumeria,$3900,Cartucho,53
1363,Antitranspirante Aerosol Deep Carbã³N Activo Beat Nivea For Men X 150 Cc.,3,2023-11-05,Perfumeria,$3200,Antitranspirante,54
1912,Sal Fina Light Dos Anclas Estuche X 500 G.,1,2023-12-03,Almacen,$2150,Sal,55
1385,Aceitunas Verdes Sachet Best X 100 G.,1,2023-09-05,Almacen,$628,Aceitunas,56
1596,Limpiador Liquido Baño Gatillo Harpic X 500 Cc.,2,2023-12-18,Limpieza,$5085,Limpiador,32
1566,Bombones De Chocolate Blanco Relleno Bon O Bon X 15 G.,1,2023-04-28,Almacen,$7165,Bombones,57
1983,Acondicionador Color Radiante Bagovit Capilar X 350 Cc.,3,2023-02-24,Perfumeria,$3100,Acondicionador,58
1433,Sal Fina Celusal Estuche X 500 G.,3,2023-11-14,Almacen,$2100,Sal,59
1411,Fideos Listos Con Salsa Fileto Menu Box X 64 G.,1,2023-03-27,Almacen,$5645,Fideos,60
1901,Prelavado Oxi-Gel Concentrado D.P Vanish X 400 Cc.,2,2023-01-10,Limpieza,$3200,Prelavado,61
1874,Postre Dulce De Leche Fortificado Serenito X 100 G.,1,2023-11-22,Frescos,$1983,Postre,62
1625,Repuesto Dibujo Blanco N5 C/Cabezal Luma X 8 Un.,3,2023-09-20,Hogar,$3285,Repuesto,63
1127,Secador De Piso Doble Goma Salzano X 1 Un.,1,2023-10-20,Limpieza,$2200,Secador,64
1238,Café Instantáneo Suave Sin Azúcar Frasco La Planta De Café X 100 G.,3,2023-04-07,Almacen,$6175,Café,65
1320,Fideos Secos Munición La Providencia X 500 G.,3,2023-12-05,Almacen,$1850,Fideos,66
1697,"Sifón Descartable Sierra De Los Padres X 1,75 Lt.",3,2023-07-25,Bebidas,$1063,Sifón,67
1397,Pan Para Pancho Lacteado X 6 Un. Bimbo X 210 G.,1,2023-03-11,Frescos,$1650,Pan,68
1200,Vino Tinto Cabernet Sauvignon S/ Madera San Felipe X 750 Cc.,3,2023-11-23,Vinos-Finos,$3750,Vino,69
1707,Vino Tinto Blend Sy Mb Callia X 750 Cc.,3,2023-10-19,Vinos-Finos,$4200,Vino,70
1699,Crema De Avellanas Y Cacao Nutella X 140 G.,2,2023-07-27,Almacen,$3355,Crema,71
1167,Vinagre De Alcohol Silva Sapori X 960 Cc.,2,2023-03-23,Almacen,$1050,Vinagre,72
1061,Vino Novecento Extra Brut Botella 750Cc X1,2,2023-06-04,Bebidas,$870,Vino,73
1271,Jabón Tocador Antibacterial Cremoso Next Ab X 90 G.,2,2023-01-25,Perfumeria,$6487,Jabón,74
1320,Aromatizador De Ambiente Gardenia Organic Spa X 350 Cc.,2,2023-05-28,Hogar,$8429,Aromatizador,75
1643,Sopa Crema De Cebolla Con Pimienta Knorr X 65 G.,1,2023-10-11,Almacen,$3800,Sopa,76
1270,Postre Pasta De Maní La Anónima X 200 G.,2,2023-07-25,Almacen,$1500,Postre,77
1063,Plumero De Lana La Sampedrina X 1 Un.,2,2023-02-16,Limpieza,$1400,Plumero,78
1049,Shampoo Natural Oil Capilatis X 420 Cc.,3,2023-08-23,Perfumeria,$3100,Shampoo,79
1324,Leche Modificada En Polvo Inst Franciscana X 800 G.,3,2023-12-21,Almacen,$720,Leche,80
1927,Cartucho Afeitar Mujer Venus 3 X 2 Un.,3,2023-12-21,Perfumeria,$6850,Cartucho,81
1400,Adhesivo Transparente Suprabond X 25 Cc.,2,2023-05-15,Hogar,$1550,Adhesivo,25
1912,Leche L.V. Entera La Anónima X 1 Lt.,1,2023-07-20,Frescos,$1375,Leche,82
1046,Queso Blanco Light Tregar X 290 G.,3,2023-07-11,Frescos,$1500,Queso,83
1244,Lavacoche Siliconado Manzana Silisur X 600 Cc.,1,2023-05-23,Hogar,$12050,Lavacoche,84
1950,Mayonesa Natura 475 G.,1,2023-04-18,Almacen,$699,Mayonesa,85
1287,Galletitas Scones Santa María X 200 G.,1,2023-03-06,Almacen,$11379,Galletitas,86
1895,Acondicionador Dream Long Elvive X 200 Cc.,1,2023-03-08,Perfumeria,$2137,Acondicionador,87
1844,Tierra Fértil Best X 40 Lt.,3,2023-02-20,Hogar,$7250,Tierra,88
1937,Yerba Mate C/Palo Barbacuá La Merced X 500 G.,3,2023-09-03,Almacen,$4500,Yerba,89
1744,Escobillón Plano Best X 1 Un.,3,2023-02-19,Limpieza,$5350,Escobillón,90
1371,Antitranspirante Aerosol Clinical Refresh Rexona X 150 Cc.,2,2023-10-09,Perfumeria,$2957,Antitranspirante,91
1802,Queso Blanco Original La Serenísima Clásico 290 G.,3,2023-09-03,Frescos,$1375,Queso,92
1766,Jabón De Tocador Palmolive Naturals Frambuesa Y Mora 3 X 90 G.,1,2023-02-16,Perfumeria,$1700,Jabón,93
1274,Cerveza Andes Origen Ipa Roja Lata 473Cc X1,3,2023-08-23,Bebidas,$3400,Cerveza,94
1454,Atún Al Natural En Lomitos La Anónima X 160 G.,3,2023-08-11,Almacen,$4912,Atún,95
1305,Yogur Cremix Vainilla Yogurisimo 120G.,2,2023-06-25,Frescos,$4073,Yogur,96
1348,Yerba Mate En Saquitos Selección Suave La Tranquera X 50 Un.,3,2023-03-16,Almacen,$1275,Yerba,97
1411,Jabón En Pan Blanco Mr. Trapo X 150 G.,3,2023-05-10,Limpieza,$1150,Jabón,98
1767,Ñoquis Tricolor La Anónima X 500 G.,3,2023-02-17,Frescos,$1850,Ñoquis,99
1482,Vino Tinto Dulce Santa Julia X 750 Cc.,2,2023-07-04,Bebidas,$3650,Vino,100
1115,Crema Corporal Dermaglós Hidratante X 175 Cc.,3,2023-08-22,Perfumeria,$2450,Crema,101
1368,Acondicionador Colágeno Pantene X 400 Cc.,3,2023-10-07,Perfumeria,$1400,Acondicionador,102
1423,Toallitas Húmedas Desinfectantes Brisa De La Mañana Lysol X 36 Un.,1,2023-06-12,Limpieza,$1470,Toallitas,103
1038,Endulzante Sobres Sucralosa Sucaryl X 200 Un.,3,2023-10-02,Almacen,$2519,Endulzante,104
1819,Galletitas Sin Sal Argentitas X 480 G.,1,2023-01-10,Almacen,$1900,Galletitas,105
1302,Esmalte De Uñas Treat Fortalecedor Cutex Nails X 6 Cc.,3,2023-08-19,Perfumeria,$31550,Esmalte,106
1534,Crema Corporal Nivea Vainilla Y Aceite De Almendras X 400 Cc.,1,2023-05-26,Perfumeria,$2650,Crema,107
1098,"Gaseosa H2Oh Limoneto Botella 2,25Lt. X1",2,2023-06-23,Bebidas,$770,Gaseosa,108
1348,Desodorante Aerosol Ice Chester Ice X 250 Cc.,2,2023-04-03,Perfumeria,$6800,Desodorante,109
1336,Coca Cola Zero 2.25 Lts.,1,2023-10-01,Bebidas,$200,Coca,110
1597,Vino Tinto Trapiche Cabernet Sauvignon Reserva X 750 Cc.,1,2023-09-02,Bebidas,$5105,Vino,111
1292,Yogur Firme Descremado Vainilla La Serenísima X 190 G.,3,2023-10-17,Frescos,$2517,Yogur,112
1689,Arvejas Secas Remojadas Inca X 350 G.,1,2023-04-13,Almacen,$1580,Arvejas,113
1958,Pila Alcalina Aaa Grundig X 4 Un.,3,2023-03-23,Hogar,$4125,Pila,114
1475,Fernet Speciale Vittone X 750 Cc.,2,2023-11-26,Bebidas,$2112,Fernet,115
1487,Cerveza Lata Schneider X 473 Cc.,3,2023-01-27,Bebidas,$8100,Cerveza,116
1656,Pasta De Aceitunas Negras Nucete X 190 G.,3,2023-04-15,Almacen,$2100,Pasta,117
1322,Vino Tinto San Felipe Malbec Sin Madera X 750 Cc.,2,2023-02-09,Bebidas,$5800,Vino,118
1044,Rollo Cocina Hoja Simple 60 M Paños Ultra Elite X 3 Un.,3,2023-05-11,Limpieza,$6100,Rollo,119
1250,Queso Untable Light Sin Sal Agregada Finlandia X 290 G.,1,2023-12-03,Frescos,$990,Queso,120
1484,Medallón De Carne Rebozado X 2 Un. Paty X 200 Gr.,1,2023-09-14,Congelados,$6450,Medallón,121
1546,Shampoo Reparación Total 5 Keratin Elvive X 750 Cc.,1,2023-04-21,Perfumeria,$5500,Shampoo,122
1738,Chicles Top Line Menta X 6 G.,3,2023-10-22,Almacen,$1500,Chicles,123
1693,Cuchillo Mesa Mango Madera C Mia Simonaggio X 3 Un.,2,2023-03-09,Hogar,$1599,Cuchillo,124
1926,Café En Saquitos La Virginia X 20 Un.,2,2023-02-03,Almacen,$3200,Café,125
1983,Cerveza Quilmes Ipa Lata 473Cc X1,2,2023-03-08,Bebidas,$1450,Cerveza,126
1082,Vino Tinto Blend Contracara X 750 Cc.,1,2023-02-14,Bebidas,$20,Vino,127
1193,Gaseosa Cola Coca-Cola Lata X 310 Cc.,2,2023-09-05,Bebidas,$2350,Gaseosa,128
1084,"Tijera De Uso Domestico 7"" Acero Inoxidable Silver Shadow X 1 Un.",2,2023-07-22,Hogar,$3045,Tijera,129
1883,Alfajor Mini Bon O Bon X 117 G.,2,2023-03-14,Almacen,$7550,Alfajor,130
1332,Agua S/Gas Manzana Levite Villa Del Sur X 1 Lt.,2,2023-02-14,Bebidas,$1400,Agua,131
1989,Chocolate C/Leche Y Maní Georgalos X 160 G.,1,2023-02-07,Almacen,$1440,Chocolate,132
1059,Postre De Maní Bocadito Bs Mantecol X 26 G.,1,2023-01-22,Almacen,$985,Postre,133
1926,Premezcla Para Pan Y Pizza Sin Tacc Maizena X 500 Gr.,2,2023-05-24,Almacen,$2379,Premezcla,134
1247,Milanesas Grandes De Soja X 4 Un. Lucchetti X 560 G.,3,2023-12-19,Congelados,$8450,Milanesas,135
1638,Cookies Con Chips Colores 9 De Oro X 180 G.,1,2023-12-25,Almacen,$1312,Cookies,136
1888,Desodorante Aerosol Love Ciel X 123 Cc.,2,2023-09-06,Perfumeria,$8450,Desodorante,137
1113,Crema De Leche L.V. La Serenísima X 200 Cc.,1,2023-06-07,Frescos,$2350,Crema,138
1362,Dulce De Batata La Gioconda X 700 G.,1,2023-10-01,Almacen,$6450,Dulce,139
1393,Bola De Lomo Feteada E/V Estancias La (Kg),2,2023-12-01,Carniceria,$8849,Bola,140
1636,Vino Tinto Etnia Malbec X 750 Cc.,1,2023-01-28,Vinos-Finos,$3050,Vino,141
1802,Harina De Maiz Prestopronta X 730 G.,1,2023-01-18,Almacen,$1600,Harina,142
1072,Aromatizante De Ambiente Aerosol Harmony Glade X 380 Cc.,2,2023-07-15,Limpieza,$2200,Aromatizante,143
1486,Vino Tinto Cabernet Sauvignon Reserva Salentein X 750 Cc.,3,2023-10-28,Bebidas,$3950,Vino,144
1207,Coloracion Atardecer Castaño Dorado T53 Koleston X 1 Un.,1,2023-05-02,Perfumeria,$5750,Coloracion,145
1361,Galletitas Surtidas Rellenas Zupay X 350 G.,1,2023-03-15,Almacen,$790,Galletitas,146
1227,Leche Chocolatada Chochoco X 1 Lt.,1,2023-05-23,Frescos,$2700,Leche,147
1512,Galletitas Dulces Boca De Dama De Terrabusi 170G,3,2023-01-19,Almacen,$720,Galletitas,148
1998,Limpiador Crema Metales Brasso X 70 G.,1,2023-04-08,Limpieza,$7055,Limpiador,149
1130,Whisky Mizunara Chivas Regal X 700 Cc.,1,2023-11-26,Bebidas,$2310,Whisky,150
1454,Flan Con Huevo Sabor Chocolate Flanchello X 120 G.,2,2023-11-12,Frescos,$240,Flan,151
1782,Gaseosa Sprite Lima Limón Pet Retornable X 2 Lt.,2,2023-05-10,Bebidas,$2050,Gaseosa,152
1286,Yerba Mate C/ Palo Suave Original Unión X 1 Kg.,1,2023-01-11,Almacen,$10,Yerba,153
1701,Enjuague Bucal Cuidado Total Intensa Listerine X 250 Cc.,2,2023-09-21,Perfumeria,$7050,Enjuague,154
1720,Guardapolvo Pechera Cuadrillé Azul T5 Saber,1,2023-03-17,Hogar,$760,Guardapolvo,155
1645,Roast Beef Fraccionado/F E/V Best (Kg),3,2023-08-19,Carniceria,$9240,Roast,156
1405,Queso Parmesano Trozado Cuña La Paulina X 1 Kg.,1,2023-09-02,Frescos,$23600,Queso,157
1673,Zapallo Ingles (Kg),1,2023-09-01,Frutas-Y-Verduras,$4999,Zapallo,158
1771,Crema Corporal Body Care Intensive Hidrata Y Suaviza Neutrogena X 200 Cc.,1,2023-02-22,Perfumeria,$80,Crema,159
1835,Galletitas Chocolate Chocolinas X 250 G.,1,2023-04-26,Almacen,$990,Galletitas,160
1489,Alfajor Chocolate Triple Terrabusi X 70 G.,1,2023-03-24,Almacen,$2290,Alfajor,161
1761,Shampoo Hidratación Con Vitamina A Y E Dove X 400 Cc.,2,2023-03-13,Perfumeria,$20,Shampoo,162
1004,Cuaderno 16 X 21 Tapa Forrada 42 Hojas Punteada Ledesma Nat X 1 Un.,3,2023-11-01,Hogar,$7699,Cuaderno,163
1855,Fideos Listos Sabor Carne Ramen Nissin X 85 G.,1,2023-07-06,Almacen,$840,Fideos,164
1290,Apósitos Infantiles Frozen Ii Curitas X 20 Un.,2,2023-09-23,Perfumeria,$2850,Apósitos,165
1316,Sal Entrefina Paquete Celusal X 500 G.,1,2023-11-20,Almacen,$1450,Sal,166
1591,Papel Higienico Higienol Hoja Simple Max 100M X 4 Un.,1,2023-11-02,Limpieza,$1050,Papel,167
1718,Maní Frito Salado Maní King X 100 G.,3,2023-10-21,Almacen,$2205,Maní,168
1658,Copa Crystal Soft Gin Rosa 540 Cc. Plasutil X 1 Un.,1,2023-05-18,Hogar,$11185,Copa,169
1445,Ravioles De Jamon Y Mozzarella La Salteña X 450 G.,1,2023-05-02,Frescos,$2422,Ravioles,170
1478,Postre Sabor Dulce De Leche Danette X 95 G.,1,2023-08-05,Frescos,$3100,Postre,171
1752,Crema Dental Niños Tutti Frutti Odolito X 50 Cc.,2,2023-10-07,Perfumeria,$4850,Crema,172
1846,Vino Tinto Cabernet Sauvignon Reserva Santa Julia X 750 Cc.,1,2023-12-17,Bebidas,$11950,Vino,173
1308,Mostaza Natura Doy Pack X 250 G.,2,2023-09-03,Almacen,$2150,Mostaza,174
1990,Chocolate C/ Leche Almendras Milka X155G,2,2023-02-26,Almacen,$1050,Chocolate,175
1878,Hidrolavadora Electrica 1200 W Lusqtoff X 1 Un.,2,2023-07-26,Hogar,$4539,Hidrolavadora,176
1020,Jugo Limón Menoyo X 500 Cc.,1,2023-12-21,Almacen,$2750,Jugo,177
1940,Ñoquis De Papa En Blíster La Anónima X 500 G.,1,2023-05-11,Frescos,$6800,Ñoquis,178
1078,Queso Untable Balance Finlandia X 290G.,2,2023-09-24,Frescos,$616,Queso,179
1733,Protector Diario Sin Perfume Todos Los Días Tanga Carefree X 20 Un.,1,2023-06-24,Perfumeria,$2900,Protector,180
1069,Polvo Para Preparar Bizcochuelo Chocolate Y Vainilla Exquisita X 540 G.,1,2023-12-03,Almacen,$2550,Polvo,181
1884,Leche En Polvo Descremada Svelty X 370G.,2,2023-07-28,Almacen,$1900,Leche,182
1953,Postre La Anónima Vainilla - Dulce De Leche X 120 G.,1,2023-07-19,Frescos,$1320,Postre,183
1561,Yerba Mate C/Palo Selección Especial La Tranquera X 500 G.,3,2023-05-24,Almacen,$1850,Yerba,184
1918,Cerveza Temple Honey Lata 473Cc X6,3,2023-01-25,Bebidas,$2150,Cerveza,185
1206,Lentejones Secos Best X 400 G.,2,2023-01-05,Almacen,$1560,Lentejones,186
1041,Juego De Sartenes 3 Piezas Cocina & Bazar X 1 Un.,2,2023-12-02,Hogar,$30050,Juego,187
1683,Algodón Común Estrella X 140 G.,2,2023-02-05,Perfumeria,$4025,Algodón,188
1156,Ultra Brillo Multiuso Original Dp Cif X 380 Cc.,2,2023-11-20,Limpieza,$2620,Ultra,189
1603,Champignon Portobello Bandeja X 200 Gr,1,2023-09-28,Frutas-Y-Verduras,$1050,Champignon,190
1770,Detergente Líquido Ultra Marina Magistral X 500 Cc.,3,2023-08-17,Limpieza,$1650,Detergente,191
1707,Vino Tinto Malbec La Linda X 750 Cc.,1,2023-08-13,Bebidas,$3450,Vino,192
1870,Crema Dental Rápido Alivio Sensodyne X 100 G.,3,2023-09-10,Perfumeria,$4850,Crema,193
1729,Semillas De Chía El Peoncito X 100 G.,3,2023-02-23,Frutas-Y-Verduras,$2490,Semillas,194
1510,Galletitas De Avena Con Miel 9 De Oro X 180 G.,1,2023-08-05,Almacen,$990,Galletitas,195
1140,Juego De Cubiertos Para Ninos 2 Piezas Simonaggio X 1 Un.,3,2023-04-10,Hogar,$7229,Juego,196
1218,Papel Afiche Colores Surtidos Luma X 2 Un.,2,2023-12-08,Hogar,$7099,Papel,197
1587,Galletitas Con Semillas 7 Semillas Hogareñas X 189 G.,2,2023-06-14,Almacen,$3050,Galletitas,198
1182,Galletitas Mini Scones Pamela X 180 G.,2,2023-01-17,Almacen,$900,Galletitas,199
1496,Shampoo Ortiga-Caspa Capilatis X 410 Cc.,2,2023-05-12,Perfumeria,$90,Shampoo,200
1827,Papas Fritas Sabor Jamón Serrano Lays X 77 G.,3,2023-04-28,Almacen,$1650,Papas,201
1050,Jabon Tocador Botan Lirio Azul Lux X 125 G.,2,2023-05-02,Perfumeria,$3985,Jabon,202
1590,Ciruela (Kg),2,2023-11-27,Frutas-Y-Verduras,$3990,Ciruela,203
1483,Coloración Rubio Muy Claro T9.0 Cor Intensa X 1 Un.,1,2023-11-17,Perfumeria,$50,Coloración,204
1016,Lentejas Elio X 400 G.,2,2023-01-05,Almacen,$689,Lentejas,205
1042,Budín Marmolado Best X 170 G.,2,2023-06-22,Almacen,$1750,Budín,206
1252,Esponja De Acero Best X 2 Un.,2,2023-12-14,Limpieza,$2900,Esponja,207
1263,Chocolate Amargo 70% Del Turista X 100 G.,2,2023-07-25,Almacen,$4750,Chocolate,208
1099,Chocolate Con Leche Milka X 20 G.,1,2023-06-12,Almacen,$5500,Chocolate,209
1531,Silicona Perfumada Para Interior Two One Two Cb X 125 Cc.,3,2023-03-03,Hogar,$3735,Silicona,210
1245,Acondicionador Jengibre Y Ricino Sedal X 340 Cc.,3,2023-07-11,Perfumeria,$5812,Acondicionador,211
1902,Chocolate Relleno Dulce De Leche Milka 135G.,1,2023-12-14,Almacen,$1050,Chocolate,212
1008,Relleno Untable Cofler Block X 290 G.,1,2023-04-04,Almacen,$3165,Relleno,213
1009,Yogur Batido Entero Sabor Coco Dahi X 170 G.,3,2023-08-25,Frescos,$1350,Yogur,214
1032,Escobillon Ecologico Task X 1 Un.,3,2023-04-13,Limpieza,$6435,Escobillon,215
1355,Queso Azul Cuña San Ignacio X 120 G.,3,2023-04-10,Frescos,$1950,Queso,216
1055,Repuesto Dibujo Color N 6 Luma X 1 Un.,1,2023-04-12,Hogar,$2869,Repuesto,217
1795,Baño De Repostería Semiamargo Georgalos X 150 G.,1,2023-05-14,Almacen,$2800,Baño,218
1835,Gel Dental Infantil Paw Patrol Gum X 100 G.,3,2023-06-01,Perfumeria,$2855,Gel,219
1803,Tostadas Salmas Horneadas Zenissimo X 90 G.,3,2023-10-04,Almacen,$1315,Tostadas,220
1762,Helado Chocolate Ddl Granizado Banana C/ Ddl Ice Cream X 1 Kg.,2,2023-10-11,Congelados,$80,Helado,221
1256,Aceite De Girasol Carrefour Alto Omega Pet 900 Cc.,3,2023-01-02,Almacen,$1280,Aceite,222
1113,Esponja De Acero Mortimer X 1 Un.,3,2023-09-09,Limpieza,$40,Esponja,223
1078,Mayonesa Natura 475 G.,2,2023-07-06,Almacen,$699,Mayonesa,85
1336,Vino Tinto Dadá Merlot X 750 Cc.,1,2023-06-28,Vinos-Finos,$9150,Vino,224
1034,Palitos Salados Pehuamar X 90 G.,1,2023-12-21,Almacen,$2409,Palitos,225
1613,Queso Estilo Campo Fraccionado La Serenísima X 1 Kg.,3,2023-11-24,Frescos,$8650,Queso,226
1563,Alfajor Chocolate Blanco Triple Tatín X 60 G.,2,2023-09-05,Almacen,$3100,Alfajor,227
1776,Gin Beefeater X 1 Lt.,1,2023-01-19,Bebidas,$33050,Gin,228
1922,Alcohol Puro La Anónima X 500 Cc.,2,2023-11-10,Perfumeria,$5400,Alcohol,229
1406,Vino Tinto Blend I Canciller X 750 Cc.,1,2023-03-10,Bebidas,$11200,Vino,230
1481,Almohaditas Rellenas Mousse Limón Lasfor X 200 G.,3,2023-04-02,Almacen,$3100,Almohaditas,231
1862,Pate De Foie C/Hongos Swift X 85 G.,2,2023-01-18,Almacen,$890,Pate,232
1920,Rosca De Pascua Gaona X 400 G.,2,2023-08-06,Almacen,$2950,Rosca,233
1100,Caramelos Gajitos Ácidos Arcor X 140 G.,1,2023-06-11,Almacen,$1535,Caramelos,234
1794,Vino Espumante Demi Sec Chandon X 750 Cc.,2,2023-09-19,Bebidas,$9150,Vino,235
1574,Enjuague Bucal Whitening Extreme Listerine X 473 Cc.,3,2023-06-12,Perfumeria,$8400,Enjuague,236
1230,Yogur Entero Frutos Del Bosque Flia. Beaudroit X 160 G.,2,2023-07-25,Frescos,$2150,Yogur,237
1760,Brillo Para Uñas Secado Rápido Visiv X 10 G.,3,2023-07-27,Perfumeria,$2535,Brillo,238
1394,Desinfectante Aerosol Frutal Lysoform X 360 Cc.,2,2023-04-24,Limpieza,$1100,Desinfectante,239
1195,Chocolate Con Leche Y Maní Shot X 35 G.,1,2023-07-16,Almacen,$947,Chocolate,240
1271,Ricotta Entera Pote Tregar X 290 G.,2,2023-12-06,Frescos,$2950,Ricotta,241
1258,Arroz Grano Largo Fino 00000 Apostoles X 500 G.,3,2023-07-14,Almacen,$2400,Arroz,242
1324,Protectores Diarios Discreet Sin Alas Largos Tena X 50 Un.,1,2023-04-06,Perfumeria,$2502,Protectores,243
1256,Whisky J & B X 750 Cc.,2,2023-01-14,Bebidas,$2512,Whisky,244
